,(Relative) activity,(Relative) activity_std,Activity coefficient,Activity coefficient_std,Mass fraction,"Molality, mol/kg","Molality, mol/kg Variable metadata","Molality, mol/kg metadata",Mole fraction,Mole fraction Variable metadata,Mole fraction metadata,"Pressure, kPa","Temperature, K",components,filename,phase,n_components,component_0,component_1,formula_0,formula_1,n_atoms_0,n_heavy_atoms_0,n_desired_atoms_0,n_other_atoms_0,n_atoms_1,n_heavy_atoms_1,n_desired_atoms_1,n_other_atoms_1,SMILES_0,SMILES_1,cas_0,InChI_0,cas_1,InChI_1
996160,,,66.4,,,,,,0.0,,n-pentane___,101.325,323.15,n-pentane__diethylene glycol,j.jct.2016.10.013,Liquid,2,n-pentane,diethylene glycol,C5H12,C4H10O3,17,5,17,0,17,7,17,0,CCCCC,OCCOCCO,109-66-0,InChIKey=OFBQJSOFQDEBGM-UHFFFAOYSA-N,111-46-6,InChIKey=MTHSVFCYNBDYFN-UHFFFAOYSA-N
996161,,,716.0,,,,,,0.0,,n-hexane___,101.325,303.15,ethylene glycol__n-hexane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-hexane,C2H6O2,C6H14,10,4,10,0,20,6,20,0,OCCO,CCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N
996162,,,620.0,,,,,,0.0,,n-hexane___,101.325,313.15,ethylene glycol__n-hexane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-hexane,C2H6O2,C6H14,10,4,10,0,20,6,20,0,OCCO,CCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N
996163,,,543.0,,,,,,0.0,,n-hexane___,101.325,323.15,ethylene glycol__n-hexane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-hexane,C2H6O2,C6H14,10,4,10,0,20,6,20,0,OCCO,CCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N
996164,,,1200.0,,,,,,0.0,,n-heptane___,101.325,303.15,ethylene glycol__n-heptane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-heptane,C2H6O2,C7H16,10,4,10,0,23,7,23,0,OCCO,CCCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N
996165,,,1030.0,,,,,,0.0,,n-heptane___,101.325,313.15,ethylene glycol__n-heptane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-heptane,C2H6O2,C7H16,10,4,10,0,23,7,23,0,OCCO,CCCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N
996166,,,860.0,,,,,,0.0,,n-heptane___,101.325,323.15,ethylene glycol__n-heptane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-heptane,C2H6O2,C7H16,10,4,10,0,23,7,23,0,OCCO,CCCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,142-82-5,InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N
996167,,,1960.0,,,,,,0.0,,n-octane___,101.325,303.15,ethylene glycol__n-octane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-octane,C2H6O2,C8H18,10,4,10,0,26,8,26,0,OCCO,CCCCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,31372-91-5,InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N
996168,,,1600.0,,,,,,0.0,,n-octane___,101.325,313.15,ethylene glycol__n-octane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-octane,C2H6O2,C8H18,10,4,10,0,26,8,26,0,OCCO,CCCCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,31372-91-5,InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N
996169,,,1340.0,,,,,,0.0,,n-octane___,101.325,323.15,ethylene glycol__n-octane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-octane,C2H6O2,C8H18,10,4,10,0,26,8,26,0,OCCO,CCCCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,31372-91-5,InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N
996170,,,2960.0,,,,,,0.0,,n-nonane___,101.325,303.15,ethylene glycol__n-nonane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-nonane,C2H6O2,C9H20,10,4,10,0,29,9,29,0,OCCO,CCCCCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,111-84-2,InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N
996171,,,2320.0,,,,,,0.0,,n-nonane___,101.325,313.15,ethylene glycol__n-nonane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-nonane,C2H6O2,C9H20,10,4,10,0,29,9,29,0,OCCO,CCCCCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,111-84-2,InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N
996172,,,1970.0,,,,,,0.0,,n-nonane___,101.325,323.15,ethylene glycol__n-nonane,j.jct.2016.10.013,Liquid,2,ethylene glycol,n-nonane,C2H6O2,C9H20,10,4,10,0,29,9,29,0,OCCO,CCCCCCCCC,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,111-84-2,InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N
996173,,,330.0,,,,,,0.0,,1-hexene___,101.325,303.15,ethylene glycol__1-hexene,j.jct.2016.10.013,Liquid,2,ethylene glycol,1-hexene,C2H6O2,C6H12,10,4,10,0,18,6,18,0,OCCO,CCCCC=C,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
996174,,,298.0,,,,,,0.0,,1-hexene___,101.325,313.15,ethylene glycol__1-hexene,j.jct.2016.10.013,Liquid,2,ethylene glycol,1-hexene,C2H6O2,C6H12,10,4,10,0,18,6,18,0,OCCO,CCCCC=C,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
996175,,,272.0,,,,,,0.0,,1-hexene___,101.325,323.15,ethylene glycol__1-hexene,j.jct.2016.10.013,Liquid,2,ethylene glycol,1-hexene,C2H6O2,C6H12,10,4,10,0,18,6,18,0,OCCO,CCCCC=C,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
996176,,,570.0,,,,,,0.0,,1-heptene___,101.325,303.15,ethylene glycol__1-heptene,j.jct.2016.10.013,Liquid,2,ethylene glycol,1-heptene,C2H6O2,C7H14,10,4,10,0,21,7,21,0,OCCO,CCCCCC=C,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,68526-53-4,InChIKey=ZGEGCLOFRBLKSE-UHFFFAOYSA-N
996177,,,503.0,,,,,,0.0,,1-heptene___,101.325,313.15,ethylene glycol__1-heptene,j.jct.2016.10.013,Liquid,2,ethylene glycol,1-heptene,C2H6O2,C7H14,10,4,10,0,21,7,21,0,OCCO,CCCCCC=C,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,68526-53-4,InChIKey=ZGEGCLOFRBLKSE-UHFFFAOYSA-N
996178,,,452.0,,,,,,0.0,,1-heptene___,101.325,323.15,ethylene glycol__1-heptene,j.jct.2016.10.013,Liquid,2,ethylene glycol,1-heptene,C2H6O2,C7H14,10,4,10,0,21,7,21,0,OCCO,CCCCCC=C,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,68526-53-4,InChIKey=ZGEGCLOFRBLKSE-UHFFFAOYSA-N
996179,,,962.0,,,,,,0.0,,1-octene___,101.325,303.15,ethylene glycol__1-octene,j.jct.2016.10.013,Liquid,2,ethylene glycol,1-octene,C2H6O2,C8H16,10,4,10,0,24,8,24,0,OCCO,CCCCCCC=C,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,68526-54-5,InChIKey=KWKAKUADMBZCLK-UHFFFAOYSA-N
996180,,,819.0,,,,,,0.0,,1-octene___,101.325,313.15,ethylene glycol__1-octene,j.jct.2016.10.013,Liquid,2,ethylene glycol,1-octene,C2H6O2,C8H16,10,4,10,0,24,8,24,0,OCCO,CCCCCCC=C,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,68526-54-5,InChIKey=KWKAKUADMBZCLK-UHFFFAOYSA-N
996181,,,736.0,,,,,,0.0,,1-octene___,101.325,323.15,ethylene glycol__1-octene,j.jct.2016.10.013,Liquid,2,ethylene glycol,1-octene,C2H6O2,C8H16,10,4,10,0,24,8,24,0,OCCO,CCCCCCC=C,37221-95-7,InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N,68526-54-5,InChIKey=KWKAKUADMBZCLK-UHFFFAOYSA-N
