,(Relative) activity,(Relative) activity_std,Activity coefficient,Activity coefficient_std,Mass fraction,"Molality, mol/kg","Molality, mol/kg Variable metadata","Molality, mol/kg metadata",Mole fraction,Mole fraction Variable metadata,Mole fraction metadata,"Pressure, kPa","Temperature, K",components,filename,phase,n_components,component_0,component_1,formula_0,formula_1,n_atoms_0,n_heavy_atoms_0,n_desired_atoms_0,n_other_atoms_0,n_atoms_1,n_heavy_atoms_1,n_desired_atoms_1,n_other_atoms_1,SMILES_0,SMILES_1,cas_0,InChI_0,cas_1,InChI_1
701461,,,1.204,0.04816,,,,,0.0,,cyclohexane___,101.0,353.3,cyclohexane__lauric acid,j.jct.2012.06.009,Liquid,2,cyclohexane,lauric acid,C6H12,C12H24O2,18,6,18,0,38,14,38,0,C1CCCCC1,CCCCCCCCCCCC(O)=O,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701462,,,1.222,0.04888,,,,,0.0,,ethylbenzene___,101.0,314.24,ethylbenzene__lauric acid,j.jct.2012.06.009,Liquid,2,ethylbenzene,lauric acid,C8H10,C12H24O2,18,8,18,0,38,14,38,0,CCc1ccccc1,CCCCCCCCCCCC(O)=O,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701463,,,1.202,0.04808,,,,,0.0,,ethylbenzene___,101.0,333.26,ethylbenzene__lauric acid,j.jct.2012.06.009,Liquid,2,ethylbenzene,lauric acid,C8H10,C12H24O2,18,8,18,0,38,14,38,0,CCc1ccccc1,CCCCCCCCCCCC(O)=O,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701464,,,1.189,0.04756,,,,,0.0,,ethylbenzene___,101.0,333.38,ethylbenzene__lauric acid,j.jct.2012.06.009,Liquid,2,ethylbenzene,lauric acid,C8H10,C12H24O2,18,8,18,0,38,14,38,0,CCc1ccccc1,CCCCCCCCCCCC(O)=O,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701465,,,1.178,0.04712,,,,,0.0,,ethylbenzene___,101.0,353.25,ethylbenzene__lauric acid,j.jct.2012.06.009,Liquid,2,ethylbenzene,lauric acid,C8H10,C12H24O2,18,8,18,0,38,14,38,0,CCc1ccccc1,CCCCCCCCCCCC(O)=O,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701466,,,1.175,0.047,,,,,0.0,,ethylbenzene___,101.0,353.3,ethylbenzene__lauric acid,j.jct.2012.06.009,Liquid,2,ethylbenzene,lauric acid,C8H10,C12H24O2,18,8,18,0,38,14,38,0,CCc1ccccc1,CCCCCCCCCCCC(O)=O,70955-17-8,InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701467,,,1.811,0.07244,,,,,0.0,,methanol___,101.0,314.1,methanol__lauric acid,j.jct.2012.06.009,Liquid,2,methanol,lauric acid,CH4O,C12H24O2,6,2,6,0,38,14,38,0,CO,CCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701468,,,1.896,0.07584,,,,,0.0,,methanol___,101.0,328.82,methanol__lauric acid,j.jct.2012.06.009,Liquid,2,methanol,lauric acid,CH4O,C12H24O2,6,2,6,0,38,14,38,0,CO,CCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701469,,,1.672,0.06688,,,,,0.0,,methanol___,101.0,333.26,methanol__lauric acid,j.jct.2012.06.009,Liquid,2,methanol,lauric acid,CH4O,C12H24O2,6,2,6,0,38,14,38,0,CO,CCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701470,,,1.656,0.06624,,,,,0.0,,methanol___,101.0,343.65,methanol__lauric acid,j.jct.2012.06.009,Liquid,2,methanol,lauric acid,CH4O,C12H24O2,6,2,6,0,38,14,38,0,CO,CCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701471,,,1.582,0.06328,,,,,0.0,,methanol___,101.0,353.3,methanol__lauric acid,j.jct.2012.06.009,Liquid,2,methanol,lauric acid,CH4O,C12H24O2,6,2,6,0,38,14,38,0,CO,CCCCCCCCCCCC(O)=O,54841-71-3,InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701472,,,1.924,0.07696,,,,,0.0,,ethyl alcohol___,101.0,314.1,ethyl alcohol__lauric acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,lauric acid,C2H6O,C12H24O2,9,3,9,0,38,14,38,0,CCO,CCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701473,,,2.017,0.08068,,,,,0.0,,ethyl alcohol___,101.0,314.24,ethyl alcohol__lauric acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,lauric acid,C2H6O,C12H24O2,9,3,9,0,38,14,38,0,CCO,CCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701474,,,1.786,0.07144,,,,,0.0,,ethyl alcohol___,101.0,333.38,ethyl alcohol__lauric acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,lauric acid,C2H6O,C12H24O2,9,3,9,0,38,14,38,0,CCO,CCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701475,,,1.561,0.06244,,,,,0.0,,ethyl alcohol___,101.0,353.25,ethyl alcohol__lauric acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,lauric acid,C2H6O,C12H24O2,9,3,9,0,38,14,38,0,CCO,CCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701476,,,1.566,0.06264,,,,,0.0,,ethyl alcohol___,101.0,353.3,ethyl alcohol__lauric acid,j.jct.2012.06.009,Liquid,2,ethyl alcohol,lauric acid,C2H6O,C12H24O2,9,3,9,0,38,14,38,0,CCO,CCCCCCCCCCCC(O)=O,121182-78-3,InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701477,,,1.758,0.07032,,,,,0.0,,propan-1-ol___,101.0,314.1,propan-1-ol__lauric acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CCCO,CCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701478,,,1.784,0.07136,,,,,0.0,,propan-1-ol___,101.0,314.24,propan-1-ol__lauric acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CCCO,CCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701479,,,1.566,0.06264,,,,,0.0,,propan-1-ol___,101.0,333.26,propan-1-ol__lauric acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CCCO,CCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701480,,,1.605,0.0642,,,,,0.0,,propan-1-ol___,101.0,333.38,propan-1-ol__lauric acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CCCO,CCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701481,,,1.426,0.05704,,,,,0.0,,propan-1-ol___,101.0,353.25,propan-1-ol__lauric acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CCCO,CCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701482,,,1.432,0.05728,,,,,0.0,,propan-1-ol___,101.0,353.3,propan-1-ol__lauric acid,j.jct.2012.06.009,Liquid,2,propan-1-ol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CCCO,CCCCCCCCCCCC(O)=O,71-23-8,InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701483,,,1.697,0.06788,,,,,0.0,,1-butanol___,101.0,314.24,1-butanol__lauric acid,j.jct.2012.06.009,Liquid,2,1-butanol,lauric acid,C4H10O,C12H24O2,15,5,15,0,38,14,38,0,CCCCO,CCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701484,,,1.541,0.06164,,,,,0.0,,1-butanol___,101.0,333.26,1-butanol__lauric acid,j.jct.2012.06.009,Liquid,2,1-butanol,lauric acid,C4H10O,C12H24O2,15,5,15,0,38,14,38,0,CCCCO,CCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701485,,,1.509,0.06036,,,,,0.0,,1-butanol___,101.0,333.38,1-butanol__lauric acid,j.jct.2012.06.009,Liquid,2,1-butanol,lauric acid,C4H10O,C12H24O2,15,5,15,0,38,14,38,0,CCCCO,CCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701486,,,1.343,0.05372,,,,,0.0,,1-butanol___,101.0,353.25,1-butanol__lauric acid,j.jct.2012.06.009,Liquid,2,1-butanol,lauric acid,C4H10O,C12H24O2,15,5,15,0,38,14,38,0,CCCCO,CCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701487,,,1.356,0.05424,,,,,0.0,,1-butanol___,101.0,353.3,1-butanol__lauric acid,j.jct.2012.06.009,Liquid,2,1-butanol,lauric acid,C4H10O,C12H24O2,15,5,15,0,38,14,38,0,CCCCO,CCCCCCCCCCCC(O)=O,107569-51-7,InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701488,,,1.5,0.06,,,,,0.0,,2-propanol___,101.0,314.1,2-propanol__lauric acid,j.jct.2012.06.009,Liquid,2,2-propanol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CC(C)O,CCCCCCCCCCCC(O)=O,8013-70-5,InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701489,,,1.531,0.06124,,,,,0.0,,2-propanol___,101.0,314.24,2-propanol__lauric acid,j.jct.2012.06.009,Liquid,2,2-propanol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CC(C)O,CCCCCCCCCCCC(O)=O,8013-70-5,InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701490,,,1.334,0.05336,,,,,0.0,,2-propanol___,101.0,333.26,2-propanol__lauric acid,j.jct.2012.06.009,Liquid,2,2-propanol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CC(C)O,CCCCCCCCCCCC(O)=O,8013-70-5,InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701491,,,1.37,0.0548,,,,,0.0,,2-propanol___,101.0,333.38,2-propanol__lauric acid,j.jct.2012.06.009,Liquid,2,2-propanol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CC(C)O,CCCCCCCCCCCC(O)=O,8013-70-5,InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701492,,,1.222,0.04888,,,,,0.0,,2-propanol___,101.0,353.25,2-propanol__lauric acid,j.jct.2012.06.009,Liquid,2,2-propanol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CC(C)O,CCCCCCCCCCCC(O)=O,8013-70-5,InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701493,,,1.238,0.04952,,,,,0.0,,2-propanol___,101.0,353.3,2-propanol__lauric acid,j.jct.2012.06.009,Liquid,2,2-propanol,lauric acid,C3H8O,C12H24O2,12,4,12,0,38,14,38,0,CC(C)O,CCCCCCCCCCCC(O)=O,8013-70-5,InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701494,,,1.282,0.05128,,,,,0.0,,butan-2-ol___,101.0,314.1,butan-2-ol__lauric acid,j.jct.2012.06.009,Liquid,2,butan-2-ol,lauric acid,C4H10O,C12H24O2,15,5,15,0,38,14,38,0,CCC(C)O,CCCCCCCCCCCC(O)=O,4221-99-2,InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701495,,,1.298,0.05192,,,,,0.0,,butan-2-ol___,101.0,314.24,butan-2-ol__lauric acid,j.jct.2012.06.009,Liquid,2,butan-2-ol,lauric acid,C4H10O,C12H24O2,15,5,15,0,38,14,38,0,CCC(C)O,CCCCCCCCCCCC(O)=O,4221-99-2,InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701496,,,1.174,0.04696,,,,,0.0,,butan-2-ol___,101.0,333.38,butan-2-ol__lauric acid,j.jct.2012.06.009,Liquid,2,butan-2-ol,lauric acid,C4H10O,C12H24O2,15,5,15,0,38,14,38,0,CCC(C)O,CCCCCCCCCCCC(O)=O,4221-99-2,InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701497,,,1.064,0.04256,,,,,0.0,,butan-2-ol___,101.0,353.25,butan-2-ol__lauric acid,j.jct.2012.06.009,Liquid,2,butan-2-ol,lauric acid,C4H10O,C12H24O2,15,5,15,0,38,14,38,0,CCC(C)O,CCCCCCCCCCCC(O)=O,4221-99-2,InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701498,,,1.077,0.04308,,,,,0.0,,butan-2-ol___,101.0,353.3,butan-2-ol__lauric acid,j.jct.2012.06.009,Liquid,2,butan-2-ol,lauric acid,C4H10O,C12H24O2,15,5,15,0,38,14,38,0,CCC(C)O,CCCCCCCCCCCC(O)=O,4221-99-2,InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701499,,,0.81,0.0324,,,,,0.0,,"methane, trichloro-___",101.0,314.1,"methane, trichloro-__lauric acid",j.jct.2012.06.009,Liquid,2,"methane, trichloro-",lauric acid,CHCl3,C12H24O2,5,4,5,0,38,14,38,0,ClC(Cl)Cl,CCCCCCCCCCCC(O)=O,67-66-3,InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701500,,,0.81,0.0324,,,,,0.0,,"methane, trichloro-___",101.0,314.24,"methane, trichloro-__lauric acid",j.jct.2012.06.009,Liquid,2,"methane, trichloro-",lauric acid,CHCl3,C12H24O2,5,4,5,0,38,14,38,0,ClC(Cl)Cl,CCCCCCCCCCCC(O)=O,67-66-3,InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701501,,,0.832,0.03328,,,,,0.0,,"methane, trichloro-___",101.0,333.26,"methane, trichloro-__lauric acid",j.jct.2012.06.009,Liquid,2,"methane, trichloro-",lauric acid,CHCl3,C12H24O2,5,4,5,0,38,14,38,0,ClC(Cl)Cl,CCCCCCCCCCCC(O)=O,67-66-3,InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701502,,,0.818,0.03272,,,,,0.0,,"methane, trichloro-___",101.0,333.38,"methane, trichloro-__lauric acid",j.jct.2012.06.009,Liquid,2,"methane, trichloro-",lauric acid,CHCl3,C12H24O2,5,4,5,0,38,14,38,0,ClC(Cl)Cl,CCCCCCCCCCCC(O)=O,67-66-3,InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701503,,,0.839,0.03356,,,,,0.0,,"methane, trichloro-___",101.0,353.3,"methane, trichloro-__lauric acid",j.jct.2012.06.009,Liquid,2,"methane, trichloro-",lauric acid,CHCl3,C12H24O2,5,4,5,0,38,14,38,0,ClC(Cl)Cl,CCCCCCCCCCCC(O)=O,67-66-3,InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701504,,,0.952,0.03808,,,,,0.0,,"ethene, trichloro-___",101.0,314.1,"ethene, trichloro-__lauric acid",j.jct.2012.06.009,Liquid,2,"ethene, trichloro-",lauric acid,C2HCl3,C12H24O2,6,5,6,0,38,14,38,0,ClC=C(Cl)Cl,CCCCCCCCCCCC(O)=O,52037-46-4,InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701505,,,0.967,0.03868,,,,,0.0,,"ethene, trichloro-___",101.0,314.24,"ethene, trichloro-__lauric acid",j.jct.2012.06.009,Liquid,2,"ethene, trichloro-",lauric acid,C2HCl3,C12H24O2,6,5,6,0,38,14,38,0,ClC=C(Cl)Cl,CCCCCCCCCCCC(O)=O,52037-46-4,InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701506,,,0.944,0.03776,,,,,0.0,,"ethene, trichloro-___",101.0,333.26,"ethene, trichloro-__lauric acid",j.jct.2012.06.009,Liquid,2,"ethene, trichloro-",lauric acid,C2HCl3,C12H24O2,6,5,6,0,38,14,38,0,ClC=C(Cl)Cl,CCCCCCCCCCCC(O)=O,52037-46-4,InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701507,,,0.951,0.03804,,,,,0.0,,"ethene, trichloro-___",101.0,333.38,"ethene, trichloro-__lauric acid",j.jct.2012.06.009,Liquid,2,"ethene, trichloro-",lauric acid,C2HCl3,C12H24O2,6,5,6,0,38,14,38,0,ClC=C(Cl)Cl,CCCCCCCCCCCC(O)=O,52037-46-4,InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701508,,,0.933,0.03732,,,,,0.0,,"ethene, trichloro-___",101.0,353.25,"ethene, trichloro-__lauric acid",j.jct.2012.06.009,Liquid,2,"ethene, trichloro-",lauric acid,C2HCl3,C12H24O2,6,5,6,0,38,14,38,0,ClC=C(Cl)Cl,CCCCCCCCCCCC(O)=O,52037-46-4,InChIKey=XSTXAVWGXDQKEL-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701509,,,1.108,0.04432,,,,,0.0,,monochlorobenzene___,101.0,314.1,monochlorobenzene__lauric acid,j.jct.2012.06.009,Liquid,2,monochlorobenzene,lauric acid,C6H5Cl,C12H24O2,12,7,12,0,38,14,38,0,Clc1ccccc1,CCCCCCCCCCCC(O)=O,68411-45-0,InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701510,,,1.118,0.04472,,,,,0.0,,monochlorobenzene___,101.0,314.24,monochlorobenzene__lauric acid,j.jct.2012.06.009,Liquid,2,monochlorobenzene,lauric acid,C6H5Cl,C12H24O2,12,7,12,0,38,14,38,0,Clc1ccccc1,CCCCCCCCCCCC(O)=O,68411-45-0,InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701511,,,1.081,0.04324,,,,,0.0,,monochlorobenzene___,101.0,333.26,monochlorobenzene__lauric acid,j.jct.2012.06.009,Liquid,2,monochlorobenzene,lauric acid,C6H5Cl,C12H24O2,12,7,12,0,38,14,38,0,Clc1ccccc1,CCCCCCCCCCCC(O)=O,68411-45-0,InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701512,,,1.075,0.043,,,,,0.0,,monochlorobenzene___,101.0,343.65,monochlorobenzene__lauric acid,j.jct.2012.06.009,Liquid,2,monochlorobenzene,lauric acid,C6H5Cl,C12H24O2,12,7,12,0,38,14,38,0,Clc1ccccc1,CCCCCCCCCCCC(O)=O,68411-45-0,InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701513,,,1.066,0.04264,,,,,0.0,,monochlorobenzene___,101.0,353.25,monochlorobenzene__lauric acid,j.jct.2012.06.009,Liquid,2,monochlorobenzene,lauric acid,C6H5Cl,C12H24O2,12,7,12,0,38,14,38,0,Clc1ccccc1,CCCCCCCCCCCC(O)=O,68411-45-0,InChIKey=MVPPADPHJFYWMZ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701519,,,1.711,0.06844,,,,,0.0,,.alpha.-chlorotoluene___,101.0,358.06,.alpha.-chlorotoluene__lauric acid,j.jct.2012.06.009,Liquid,2,.alpha.-chlorotoluene,lauric acid,C7H7Cl,C12H24O2,15,8,15,0,38,14,38,0,ClCc1ccccc1,CCCCCCCCCCCC(O)=O,27987-13-9,InChIKey=KCXMKQUNVWSEMD-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701520,,,1.713,0.06852,,,,,0.0,,.alpha.-chlorotoluene___,101.0,358.1,.alpha.-chlorotoluene__lauric acid,j.jct.2012.06.009,Liquid,2,.alpha.-chlorotoluene,lauric acid,C7H7Cl,C12H24O2,15,8,15,0,38,14,38,0,ClCc1ccccc1,CCCCCCCCCCCC(O)=O,27987-13-9,InChIKey=KCXMKQUNVWSEMD-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701521,,,1.369,0.05476,,,,,0.0,,ethyl ethanoate___,101.0,314.1,ethyl ethanoate__lauric acid,j.jct.2012.06.009,Liquid,2,ethyl ethanoate,lauric acid,C4H8O2,C12H24O2,14,6,14,0,38,14,38,0,CCOC(C)=O,CCCCCCCCCCCC(O)=O,141-78-6,InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701522,,,1.36,0.0544,,,,,0.0,,ethyl ethanoate___,101.0,314.24,ethyl ethanoate__lauric acid,j.jct.2012.06.009,Liquid,2,ethyl ethanoate,lauric acid,C4H8O2,C12H24O2,14,6,14,0,38,14,38,0,CCOC(C)=O,CCCCCCCCCCCC(O)=O,141-78-6,InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701523,,,1.278,0.05112,,,,,0.0,,ethyl ethanoate___,101.0,333.38,ethyl ethanoate__lauric acid,j.jct.2012.06.009,Liquid,2,ethyl ethanoate,lauric acid,C4H8O2,C12H24O2,14,6,14,0,38,14,38,0,CCOC(C)=O,CCCCCCCCCCCC(O)=O,141-78-6,InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701524,,,1.198,0.04792,,,,,0.0,,ethyl ethanoate___,101.0,353.25,ethyl ethanoate__lauric acid,j.jct.2012.06.009,Liquid,2,ethyl ethanoate,lauric acid,C4H8O2,C12H24O2,14,6,14,0,38,14,38,0,CCOC(C)=O,CCCCCCCCCCCC(O)=O,141-78-6,InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701525,,,1.214,0.04856,,,,,0.0,,ethyl ethanoate___,101.0,353.3,ethyl ethanoate__lauric acid,j.jct.2012.06.009,Liquid,2,ethyl ethanoate,lauric acid,C4H8O2,C12H24O2,14,6,14,0,38,14,38,0,CCOC(C)=O,CCCCCCCCCCCC(O)=O,141-78-6,InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
701526,,,1.592,0.06368,,,,,0.0,,dimethyl ketone___,101.0,314.1,dimethyl ketone__lauric acid,j.jct.2012.06.009,Liquid,2,dimethyl ketone,lauric acid,C3H6O,C12H24O2,10,4,10,0,38,14,38,0,CC(C)=O,CCCCCCCCCCCC(O)=O,67-64-1,InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N,8045-27-0,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-N
