;Activity coefficient;Activity coefficient_std;Mole fraction;Pressure, kPa;Temperature, K;components;filename;phase;n_components;component_0;component_1;formula_0;formula_1;n_atoms_0;n_heavy_atoms_0;n_desired_atoms_0;n_other_atoms_0;n_atoms_1;n_heavy_atoms_1;n_desired_atoms_1;n_other_atoms_1;SMILES_0;SMILES_1;cas_0;InChI_0;cas_1;InChI_1
162678;8976.0;448.8;0.0;101.0;288.15;toluene__water;j.fluid.2006.02.022;Liquid;2;toluene;water;C7H8;H2O;15;7;15;0;3;1;3;0;Cc1ccccc1;O;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
162682;325.0;9.0;0.0;101.0;288.15;tert-butyl ethyl ether__water;j.fluid.2006.02.022;Liquid;2;tert-butyl ethyl ether;water;C6H14O;H2O;21;7;21;0;3;1;3;0;CCOC(C)(C)C;O;637-92-3;InChIKey=NUMQCACRALPSHD-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
162686;127.0;6.0;0.0;101.0;288.15;methyl tert-butyl ether__water;j.fluid.2006.02.022;Liquid;2;methyl tert-butyl ether;water;C5H12O;H2O;18;6;18;0;3;1;3;0;COC(C)(C)C;O;1634-04-4;InChIKey=BZLVMXJERCGZMT-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
162690;1351.0;44.0;0.0;101.0;288.15;butane, 2-ethoxy-2-methyl-__water;j.fluid.2006.02.022;Liquid;2;butane, 2-ethoxy-2-methyl-;water;C7H16O;H2O;24;8;24;0;3;1;3;0;CCOC(C)(C)CC;O;919-94-8;InChIKey=KFRVYYGHSPLXSZ-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
162694;390.0;18.0;0.0;101.0;288.15;tert-amyl methyl ether__water;j.fluid.2006.02.022;Liquid;2;tert-amyl methyl ether;water;C6H14O;H2O;21;7;21;0;3;1;3;0;CCC(C)(C)OC;O;994-05-8;InChIKey=HVZJRWJGKQPSFL-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
162713;1263.0;46.0;0.0;101.0;288.15;thiophene__water;j.fluid.2006.02.022;Liquid;2;thiophene;water;C4H4S;H2O;9;5;9;0;3;1;3;0;s1cccc1;O;25233-34-5;InChIKey=YTPLMLYBLZKORZ-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
162718;6027.0;221.0;0.0;101.0;288.15;1-butanethiol__water;j.fluid.2006.02.022;Liquid;2;1-butanethiol;water;C4H10S;H2O;15;5;15;0;3;1;3;0;CCCCS;O;109-79-5;InChIKey=WQAQPCDUOCURKW-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
162723;1423.0;51.0;0.0;101.0;288.15;1-propanethiol__water;j.fluid.2006.02.022;Liquid;2;1-propanethiol;water;C3H8S;H2O;12;4;12;0;3;1;3;0;CCCS;O;51285-52-0;InChIKey=SUVIGLJNEAMWEG-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
162728;1116.0;41.0;0.0;101.0;288.15;2-propanethiol__water;j.fluid.2006.02.022;Liquid;2;2-propanethiol;water;C3H8S;H2O;12;4;12;0;3;1;3;0;CC(C)S;O;75-33-2;InChIKey=KJRCEJOSASVSRA-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
198809;3.14;0.0785;0.0;101.0;303.17;methanol__2-octanone;j.fluid.2008.02.021;Liquid;2;methanol;2-octanone;CH4O;C8H16O;6;2;6;0;25;9;25;0;CO;CCCCCCC(C)=O;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;111-13-7;InChIKey=ZPVFWPFBNIEHGJ-UHFFFAOYSA-N
198813;3.27;0.08175;0.0;101.0;303.15;ethanol__2-octanone;j.fluid.2008.02.021;Liquid;2;ethanol;2-octanone;C2H6O;C8H16O;9;3;9;0;25;9;25;0;CCO;CCCCCCC(C)=O;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;111-13-7;InChIKey=ZPVFWPFBNIEHGJ-UHFFFAOYSA-N
198817;3.31;0.08275;0.0;101.0;303.15;1-propanol__2-octanone;j.fluid.2008.02.021;Liquid;2;1-propanol;2-octanone;C3H8O;C8H16O;12;4;12;0;25;9;25;0;CCCO;CCCCCCC(C)=O;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;111-13-7;InChIKey=ZPVFWPFBNIEHGJ-UHFFFAOYSA-N
198821;3.3;0.0825;0.0;101.0;303.14;1-butanol__2-octanone;j.fluid.2008.02.021;Liquid;2;1-butanol;2-octanone;C4H10O;C8H16O;15;5;15;0;25;9;25;0;CCCCO;CCCCCCC(C)=O;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;111-13-7;InChIKey=ZPVFWPFBNIEHGJ-UHFFFAOYSA-N
233732;2.16;0.45;0.0;101.0;288.15;2-thiapropane__hexane;j.fluid.2010.03.027;Liquid;2;2-thiapropane;hexane;C2H6S;C6H14;9;3;9;0;20;6;20;0;CSC;CCCCCC;75-18-3;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N
233736;1.77;0.34;0.0;101.0;288.15;2-thiapropane__1-hexene;j.fluid.2010.03.027;Liquid;2;2-thiapropane;1-hexene;C2H6S;C6H12;9;3;9;0;18;6;18;0;CSC;CCCCC=C;75-18-3;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
233739;1.77;0.35;0.0;101.0;288.15;2-thiapropane__2,2,4-trimethylpentane;j.fluid.2010.03.027;Liquid;2;2-thiapropane;2,2,4-trimethylpentane;C2H6S;C8H18;9;3;9;0;26;8;26;0;CSC;CC(C)CC(C)(C)C;75-18-3;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;31921-36-5;InChIKey=NHTMVDHEPJAVLT-UHFFFAOYSA-N
233742;1.5;0.33;0.0;101.0;288.15;2-thiapropane__2,4,4-trimethyl-1-pentene;j.fluid.2010.03.027;Liquid;2;2-thiapropane;2,4,4-trimethyl-1-pentene;C2H6S;C8H16;9;3;9;0;24;8;24;0;CSC;CC(=C)CC(C)(C)C;75-18-3;InChIKey=QMMFVYPAHWMCMS-UHFFFAOYSA-N;12002-23-2;InChIKey=FXNDIJDIPNCZQJ-UHFFFAOYSA-N
236396;37.6;0.03;0.0;101.0;273.35;dimethyl carbonate__water;j.fluid.2010.05.010;Liquid;2;dimethyl carbonate;water;C3H6O3;H2O;12;6;12;0;3;1;3;0;COC(=O)OC;O;616-38-6;InChIKey=IEJIGPNLZYLLBP-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
236408;246.0;0.05;0.0;101.0;273.35;diethyl carbonate__water;j.fluid.2010.05.010;Liquid;2;diethyl carbonate;water;C5H10O3;H2O;18;8;18;0;3;1;3;0;CCOC(=O)OCC;O;105-58-8;InChIKey=OIFBSDVPJOWBCH-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
236420;150.0;0.02;0.0;101.0;273.35;ethenyl ethanoate__water;j.fluid.2010.05.010;Liquid;2;ethenyl ethanoate;water;C4H6O2;H2O;12;6;12;0;3;1;3;0;CC(=O)OC=C;O;220713-36-0;InChIKey=XTXRWKRVRITETP-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
236435;283.0;0.02;0.0;101.0;273.35;propenoic acid, 2-methyl- methyl ester__water;j.fluid.2010.05.010;Liquid;2;propenoic acid, 2-methyl- methyl ester;water;C5H8O2;H2O;15;7;15;0;3;1;3;0;COC(=O)C(C)=C;O;9065-11-6;InChIKey=VVQNEPGJFQJSBK-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
294816;2.21;0.0663;0.0;101.0;312.6;hexane__1-decanol;j.fluid.2013.02.008;Liquid;2;hexane;1-decanol;C6H14;C10H22O;20;6;20;0;33;11;33;0;CCCCCC;CCCCCCCCCCO;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N
294825;2.03;0.0609;0.0;101.0;312.7;hexane__1-dodecanol;j.fluid.2013.02.008;Liquid;2;hexane;1-dodecanol;C6H14;C12H26O;20;6;20;0;39;13;39;0;CCCCCC;CCCCCCCCCCCCO;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;8032-08-4;InChIKey=LQZZUXJYWNFBMV-UHFFFAOYSA-N
294852;97.8;2.934;0.0;101.0;313.2;1,2-ethanediol__hexane;j.fluid.2013.02.008;Liquid;2;1,2-ethanediol;hexane;C2H6O2;C6H14;10;4;10;0;20;6;20;0;OCCO;CCCCCC;37221-95-7;InChIKey=LYCAIKOWRPUZTN-UHFFFAOYSA-N;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N
294864;77.2;2.316;0.0;101.0;312.1;hexane__1,3-propanediol;j.fluid.2013.02.008;Liquid;2;hexane;1,3-propanediol;C6H14;C3H8O2;20;6;20;0;13;5;13;0;CCCCCC;OCCCO;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N
294867;314.0;9.42;0.0;101.0;312.1;octane__1,3-propanediol;j.fluid.2013.02.008;Liquid;2;octane;1,3-propanediol;C8H18;C3H8O2;26;8;26;0;13;5;13;0;CCCCCCCC;OCCCO;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N
294872;793.0;23.79;0.0;101.0;312.1;decane__1,3-propanediol;j.fluid.2013.02.008;Liquid;2;decane;1,3-propanediol;C10H22;C3H8O2;32;10;32;0;13;5;13;0;CCCCCCCCCC;OCCCO;63335-87-5;InChIKey=DIOQZVSQGTUSAI-UHFFFAOYSA-N;504-63-2;InChIKey=YPFDHNVEDLHUCE-UHFFFAOYSA-N
333273;44.5;3.0;0.0;101.0;273.35;ethyl ethanoate__water;j.fluid.2014.05.023;Liquid;2;ethyl ethanoate;water;C4H8O2;H2O;14;6;14;0;3;1;3;0;CCOC(C)=O;O;141-78-6;InChIKey=XEKOWRVHYACXOJ-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
333280;172.0;3.0;0.0;101.0;273.35;propyl ethanoate__water;j.fluid.2014.05.023;Liquid;2;propyl ethanoate;water;C5H10O2;H2O;17;7;17;0;3;1;3;0;CCCOC(C)=O;O;109-60-4;InChIKey=YKYONYBAUNKHLG-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
333290;613.0;3.0;0.0;101.0;273.35;butyl ethanoate__water;j.fluid.2014.05.023;Liquid;2;butyl ethanoate;water;C6H12O2;H2O;20;8;20;0;3;1;3;0;CCCCOC(C)=O;O;123-86-4;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
333298;252.0;3.0;0.0;101.0;293.15;ethyl propanoate__water;j.fluid.2014.05.023;Liquid;2;ethyl propanoate;water;C5H10O2;H2O;17;7;17;0;3;1;3;0;CCOC(=O)CC;O;105-37-3;InChIKey=FKRCODPIKNYEAC-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
333308;993.0;3.0;0.0;101.0;293.15;ethyl butanoate__water;j.fluid.2014.05.023;Liquid;2;ethyl butanoate;water;C6H12O2;H2O;20;8;20;0;3;1;3;0;CCCC(=O)OCC;O;105-54-4;InChIKey=OBNCKNCVKJNDBV-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
358489;52.0;1.0;0.0;101.0;303.15;1-butanol__water;j.fluid.2015.01.010;Liquid;2;1-butanol;water;C4H10O;H2O;15;5;15;0;3;1;3;0;CCCCO;O;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
358497;20.9;0.2;0.0;101.0;298.15;acrolein__water;j.fluid.2015.01.010;Liquid;2;acrolein;water;C3H4O;H2O;8;4;8;0;3;1;3;0;C=CC=O;O;25314-61-8;InChIKey=HGINCPLSRVDWNT-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
358512;220.0;2.0;0.0;101.0;298.15;valeraldehyde__water;j.fluid.2015.01.010;Liquid;2;valeraldehyde;water;C5H10O;H2O;16;6;16;0;3;1;3;0;CCCCC=O;O;110-62-3;InChIKey=HGBOYTHUEUWSSQ-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
358519;415.0;7.0;0.0;101.0;298.15;furan__water;j.fluid.2015.01.010;Liquid;2;furan;water;C4H4O;H2O;9;5;9;0;3;1;3;0;o1cccc1;O;110-00-9;InChIKey=YLQBMQCUIZJEEH-UHFFFAOYSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
358528;39.0;0.5;0.0;101.0;298.15;(E)-crotonaldehyde__water;j.fluid.2015.01.010;Liquid;2;(E)-crotonaldehyde;water;C4H6O;H2O;11;5;11;0;3;1;3;0;C/C=C/C=O;O;123-73-9;InChIKey=MLUCVPSAIODCQM-NSCUHMNNSA-N;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N
413319;6.78;;0.0;101.325;298.15;n-heptane__pyridine;j.fluid.2016.10.009;Liquid;2;n-heptane;pyridine;C7H16;C5H5N;23;7;23;0;11;6;11;0;CCCCCCC;c1ccncc1;142-82-5;InChIKey=IMNFDUFMRHMDMM-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413320;7.93;;0.0;101.0;298.15;n-octane__pyridine;j.fluid.2016.10.009;Liquid;2;n-octane;pyridine;C8H18;C5H5N;26;8;26;0;11;6;11;0;CCCCCCCC;c1ccncc1;31372-91-5;InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413321;8.75;;0.0;101.0;298.15;n-nonane__pyridine;j.fluid.2016.10.009;Liquid;2;n-nonane;pyridine;C9H20;C5H5N;29;9;29;0;11;6;11;0;CCCCCCCCC;c1ccncc1;111-84-2;InChIKey=BKIMMITUMNQMOS-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413322;9.6;;0.0;101.0;298.15;n-decane__pyridine;j.fluid.2016.10.009;Liquid;2;n-decane;pyridine;C10H22;C5H5N;32;10;32;0;11;6;11;0;CCCCCCCCCC;c1ccncc1;63335-87-5;InChIKey=DIOQZVSQGTUSAI-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413323;10.2;;0.0;101.0;298.15;n-undecane__pyridine;j.fluid.2016.10.009;Liquid;2;n-undecane;pyridine;C11H24;C5H5N;35;11;35;0;11;6;11;0;CCCCCCCCCCC;c1ccncc1;61193-21-3;InChIKey=RSJKGSCJYJTIGS-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413324;3.57;;0.0;101.0;298.15;1-heptene__pyridine;j.fluid.2016.10.009;Liquid;2;1-heptene;pyridine;C7H14;C5H5N;21;7;21;0;11;6;11;0;CCCCCC=C;c1ccncc1;68526-53-4;InChIKey=ZGEGCLOFRBLKSE-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413325;1.55;;0.0;101.0;298.15;1-heptyne__pyridine;j.fluid.2016.10.009;Liquid;2;1-heptyne;pyridine;C7H12;C5H5N;19;7;19;0;11;6;11;0;CCCCCC#C;c1ccncc1;628-71-7;InChIKey=YVXHZKKCZYLQOP-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413326;1.44;;0.0;101.0;298.15;ethylbenzene__pyridine;j.fluid.2016.10.009;Liquid;2;ethylbenzene;pyridine;C8H10;C5H5N;18;8;18;0;11;6;11;0;CCc1ccccc1;c1ccncc1;70955-17-8;InChIKey=YNQLUTRBYVCPMQ-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413327;1.41;;0.0;101.0;298.15;o-xylene__pyridine;j.fluid.2016.10.009;Liquid;2;o-xylene;pyridine;C8H10;C5H5N;18;8;18;0;11;6;11;0;Cc1ccccc1C;c1ccncc1;95-47-6;InChIKey=CTQNGGLPUBDAKN-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413328;1.54;;0.0;101.0;298.15;m-xylene__pyridine;j.fluid.2016.10.009;Liquid;2;m-xylene;pyridine;C8H10;C5H5N;18;8;18;0;11;6;11;0;Cc1cccc(C)c1;c1ccncc1;108-38-3;InChIKey=IVSZLXZYQVIEFR-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413329;1.56;;0.0;101.0;298.15;p-xylene__pyridine;j.fluid.2016.10.009;Liquid;2;p-xylene;pyridine;C8H10;C5H5N;18;8;18;0;11;6;11;0;Cc1ccc(C)cc1;c1ccncc1;106-42-3;InChIKey=URLKBWYHVLBVBO-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413330;1.46;;0.0;101.0;298.15;acetonitrile__pyridine;j.fluid.2016.10.009;Liquid;2;acetonitrile;pyridine;C2H3N;C5H5N;6;3;6;0;11;6;11;0;CC#N;c1ccncc1;54841-72-4;InChIKey=WEVYAHXRMPXWCK-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413331;1.15;;0.0;101.0;298.15;butyl acetate__pyridine;j.fluid.2016.10.009;Liquid;2;butyl acetate;pyridine;C6H12O2;C5H5N;20;8;20;0;11;6;11;0;CCCCOC(C)=O;c1ccncc1;123-86-4;InChIKey=DKPFZGUDAPQIHT-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413332;1.54;;0.0;101.0;298.15;1-chlorobutane__pyridine;j.fluid.2016.10.009;Liquid;2;1-chlorobutane;pyridine;C4H9Cl;C5H5N;14;5;14;0;11;6;11;0;CCCCCl;c1ccncc1;109-69-3;InChIKey=VFWCMGCRMGJXDK-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413333;0.93;;0.0;101.0;298.15;1,2-dichloropropane__pyridine;j.fluid.2016.10.009;Liquid;2;1,2-dichloropropane;pyridine;C3H6Cl2;C5H5N;11;5;11;0;11;6;11;0;CC(Cl)CCl;c1ccncc1;78-87-5;InChIKey=KNKRKFALVUDBJE-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413335;0.93;;0.0;101.0;298.15;tetrahydrofuran__pyridine;j.fluid.2016.10.009;Liquid;2;tetrahydrofuran;pyridine;C4H8O;C5H5N;13;5;13;0;11;6;11;0;C1CCOC1;c1ccncc1;77392-70-2;InChIKey=WYURNTSHIVDZCO-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413336;1.18;;0.0;101.0;298.15;acetone__pyridine;j.fluid.2016.10.009;Liquid;2;acetone;pyridine;C3H6O;C5H5N;10;4;10;0;11;6;11;0;CC(C)=O;c1ccncc1;67-64-1;InChIKey=CSCPPACGZOOCGX-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413337;1.12;;0.0;101.0;298.15;pentyl acetate__pyridine;j.fluid.2016.10.009;Liquid;2;pentyl acetate;pyridine;C7H14O2;C5H5N;23;9;23;0;11;6;11;0;CCCCCOC(C)=O;c1ccncc1;628-63-7;InChIKey=PGMYKACGEOXYJE-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
413338;2.48;;0.0;101.0;298.15;cyclohexene__pyridine;j.fluid.2016.10.009;Liquid;2;cyclohexene;pyridine;C6H10;C5H5N;16;6;16;0;11;6;11;0;C1CCC=CC1;c1ccncc1;7493-04-1;InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N
605291;11.6;1.16;0.0;101.0;298.0;dimethyl sulfoxide__1,5-hexadiene;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;1,5-hexadiene;C2H6OS;C6H10;10;4;10;0;16;6;16;0;C[S](C)=O;C=CCCC=C;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;41919-05-5;InChIKey=PYGSKMBEVAICCR-UHFFFAOYSA-N
605292;0.8;0.08;0.0;101.0;298.0;cetane__1,5-hexadiene;j.jct.2010.04.011;Liquid;2;cetane;1,5-hexadiene;C16H34;C6H10;50;16;50;0;16;6;16;0;CCCCCCCCCCCCCCCC;C=CCCC=C;544-76-3;InChIKey=DCAYPVUWAIABOU-UHFFFAOYSA-N;41919-05-5;InChIKey=PYGSKMBEVAICCR-UHFFFAOYSA-N
605293;6.9;0.69;0.0;101.0;298.0;dimethyl sulfoxide__1-heptyne;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;1-heptyne;C2H6OS;C7H12;10;4;10;0;19;7;19;0;C[S](C)=O;CCCCCC#C;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;628-71-7;InChIKey=YVXHZKKCZYLQOP-UHFFFAOYSA-N
605294;4.1;0.41;0.0;101.0;298.0;dimethyl sulfoxide__1-hexyne;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;1-hexyne;C2H6OS;C6H10;10;4;10;0;16;6;16;0;C[S](C)=O;CCCCC#C;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;693-02-7;InChIKey=CGHIBGNXEGJPQZ-UHFFFAOYSA-N
605295;10.2;1.02;0.0;101.0;298.0;dimethyl sulfoxide__1-octyne;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;1-octyne;C2H6OS;C8H14;10;4;10;0;22;8;22;0;C[S](C)=O;CCCCCCC#C;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;629-05-0;InChIKey=UMIPWJGWASORKV-UHFFFAOYSA-N
605296;15.1;1.51;0.0;101.0;298.0;dimethyl sulfoxide__p-cymene;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;p-cymene;C2H6OS;C10H14;10;4;10;0;24;10;24;0;C[S](C)=O;CC(C)c1ccc(C)cc1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;4939-75-7;InChIKey=HFPZCAJZSCWRBC-UHFFFAOYSA-N
605297;20.7;2.07;0.0;101.0;298.0;dimethyl sulfoxide__4-ethenylcyclohexene;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;4-ethenylcyclohexene;C2H6OS;C8H12;10;4;10;0;20;8;20;0;C[S](C)=O;C=CC1CCC=CC1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;92619-43-7;InChIKey=BBDKZWKEPDTENS-UHFFFAOYSA-N
605300;5.7;0.57;0.0;101.0;298.0;dimethyl sulfoxide__1,3,5-cycloheptatriene;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;1,3,5-cycloheptatriene;C2H6OS;C7H8;10;4;10;0;15;7;15;0;C[S](C)=O;C1C=CC=CC=C1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;544-25-2;InChIKey=CHVJITGCYZJHLR-UHFFFAOYSA-N
605301;14.9;1.49;0.0;101.0;298.0;dimethyl sulfoxide__1,2,3,4-tetrahydrobenzene;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;1,2,3,4-tetrahydrobenzene;C2H6OS;C6H10;10;4;10;0;16;6;16;0;C[S](C)=O;C1CCC=CC1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;7493-04-1;InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
605302;63.3;6.33;0.0;101.0;298.0;dimethyl sulfoxide__cyclooctane;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;cyclooctane;C2H6OS;C8H16;10;4;10;0;24;8;24;0;C[S](C)=O;C1CCCCCCC1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;292-64-8;InChIKey=WJTCGQSWYFHTAC-UHFFFAOYSA-N
605304;7.0;0.7;0.0;101.0;298.0;dimethyl sulfoxide__cyclopentene;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;cyclopentene;C2H6OS;C5H8;10;4;10;0;13;5;13;0;C[S](C)=O;C1CC=CC1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;142-29-0;InChIKey=LPIQUOYDBNQMRZ-UHFFFAOYSA-N
605305;49.2;4.92;0.0;101.0;298.0;dimethyl sulfoxide__methylcyclohexane;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;methylcyclohexane;C2H6OS;C7H14;10;4;10;0;21;7;21;0;C[S](C)=O;CC1CCCCC1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;108-87-2;InChIKey=UAEPNZWRGJTJPN-UHFFFAOYSA-N
605306;29.5;2.95;0.0;101.0;298.0;dimethyl sulfoxide__methylcyclopentane;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;methylcyclopentane;C2H6OS;C6H12;10;4;10;0;18;6;18;0;C[S](C)=O;CC1CCCC1;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;5310-57-6;InChIKey=GDOPTJXRTPNYNR-UHFFFAOYSA-N
605307;10.5;1.05;0.0;101.0;298.0;dimethyl sulfoxide__tetrachloroethene;j.jct.2010.04.011;Liquid;2;dimethyl sulfoxide;tetrachloroethene;C2H6OS;C2Cl4;10;4;10;0;6;6;6;0;C[S](C)=O;ClC(Cl)=C(Cl)Cl;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;127-18-4;InChIKey=CYTYCFOTNPOANT-UHFFFAOYSA-N
701333;1.752;0.07008;0.0;101.0;314.1;n-hexane__capric acid;j.jct.2012.06.009;Liquid;2;n-hexane;capric acid;C6H14;C10H20O2;20;6;20;0;32;12;32;0;CCCCCC;CCCCCCCCCC(O)=O;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;334-48-5;InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-N
